scenario,task_id,x_m,y_m,z_m,priority,task_type,service_s,earliest_s,latest_s
2,7,234.83473879293106,731.5446856455014,93.51511253707504,3,5,69.67015726537822,80.71797426781966,552.5488044319666
2,8,730.9916037557941,479.23179468883035,67.68023828477637,4,4,50.44892628595661,78.7645913663448,709.7885508705258
2,9,415.9386134384947,252.28217379636578,47.33807153804864,1,5,71.70354738521458,16.1704076609929,439.7751348812863
2,10,814.7325744401171,522.3056425514606,64.10632779001632,3,0,43.27126652331733,155.7562791786506,630.6318217544092
2,11,530.6197600872296,702.9368974352124,91.94416268987978,2,1,57.699307858506444,87.40083425953308,587.9420366777559
2,12,64.7916542888286,521.4690948532863,73.42979517188418,3,5,70.5951163797117,98.65992819903508,886.4687834355859
2,13,144.00778810655467,775.4366056037131,90.58620930506012,3,4,57.698674657133324,52.89712899807056,848.6993506844946
2,14,659.5903909420763,795.497584538339,83.11086655917919,3,1,57.78227030251717,156.43953730331597,938.6447172647695
2,15,377.89901241531396,261.2063591724981,53.60486153669628,2,5,69.66972292636419,117.41864966572636,925.8624566692528
3,1,786.7920449939782,169.63630820077282,58.87344227770741,3,1,63.722472431219494,22.435810310044616,689.7184784657732
3,2,917.9228622427263,553.8630984271415,73.67606138549846,5,2,87.5528188518219,15.602835596450825,653.9736309628785
3,3,447.8686857423951,240.1000729352511,72.02800903142997,2,3,39.906871681795835,131.31571156907452,621.91587503143
3,4,140.90009956771212,296.059329818316,61.0853364252196,3,3,33.371182064681285,50.57122230909682,416.7653572856319
3,5,244.51946960151164,519.8035966074082,84.09111411450209,5,3,42.1130770410256,130.44276264449786,889.4233670159637
3,6,852.074879163088,815.5423803802589,89.42829035178507,2,2,73.657749318729,32.462341499358764,673.522033888988
3,7,370.5705448643541,727.2141049021102,85.99150993886349,1,3,42.019392640133184,17.19125114822065,807.7016694064728
3,8,160.59199264713988,278.94464880082586,56.65055649589086,5,0,39.474209619519826,2.2592900960004925,486.01681741069376
3,9,237.3736737372118,278.18912460793484,46.75463407980284,3,0,44.2092856960633,10.323676996180637,605.5030388529846
3,10,945.0081279940719,789.2320523855624,97.68387606791099,4,0,52.71502765497886,141.30266587551824,919.748637453102
3,11,375.65355014492616,480.48103459792105,69.85321257090902,2,5,64.46304391513733,170.13484720816743,1013.9180200438855
3,12,612.5213807310525,482.29961406257064,75.0579463434658,2,0,35.72378405678257,9.974540692385897,648.7652396765358
3,13,542.919799740487,759.1674411745566,92.13147824254011,5,2,70.42607755691134,13.683958130085383,790.5542532231098
3,14,666.4685097746441,192.70399858089004,48.70796928426712,5,5,71.58840808280446,16.595860677612905,717.4401346378525
3,15,313.03745948406976,286.59163660555225,51.10905699612514,2,4,55.481703249999725,48.19670258596156,676.2264639426968
3,16,719.3260978327244,740.7233139411069,101.60808340576618,4,5,70.95914446548296,161.585252547741,721.1357040644868
4,1,595.3716525613307,755.2532078209715,86.76810252729243,2,1,65.81552370180619,41.379791178694916,739.7099804688448
4,2,209.0142348829611,508.1268986656502,76.83168629841373,5,4,54.77065114292937,139.3873107258529,692.0540441915956
4,3,711.6740759461483,477.2021583145184,66.52861126467823,2,5,76.63909736220177,64.1608110425114,674.0731672324584
4,4,787.1730440736866,497.4007375990843,66.31331949042408,2,5,75.61313983399418,26.82236492205509,598.5089813541827
4,5,656.7520920475398,195.49099545164736,57.55971685705976,3,4,53.40167432827691,45.473130751270276,461.6718744307044
4,6,240.57084553785546,778.9356600884931,77.08729097207764,4,4,49.64569528339879,122.85570437516341,543.1191969576789
4,7,255.7112823013525,497.15697172872854,76.29266295180842,4,1,58.897671087587696,19.028830979804063,792.5119153866515
4,8,779.1033176981449,795.5568571370179,84.61960826070097,3,0,47.546257730401166,100.17061579811042,807.1030757982383
4,9,892.875163532977,802.5452212731295,87.62215597661127,4,1,56.428406039312065,151.97127518418725,762.9210739348742
4,10,318.3446938144857,556.0640017973718,69.59147515891743,4,1,60.93586809884589,113.39836132320988,906.3058223456783
4,11,461.265107572504,461.03122344367466,79.3255293655969,4,1,65.28391314949698,15.932445509964577,437.22401682205214
4,12,121.7952931032882,296.68510307629333,52.74570799243313,3,3,42.842704150053116,111.52562163699311,927.4832146347145
4,13,85.52773026953088,550.7950833199425,60.394735759327986,4,0,48.44216950888945,74.45877558943991,534.0554248852766
4,14,552.6633055661573,454.1188736204819,68.09258843246519,3,1,58.586409250363396,89.83566798166734,551.5370316745451
4,15,682.180750827207,534.6910461243829,75.67007239841354,5,3,36.12166695996458,75.84795438337393,643.866942881784
4,16,515.9749624733251,214.72492396809474,49.94108177491634,5,1,57.97690740206727,165.6768368767455,771.1912468972148
4,17,960.0,788.0614817671998,88.70135157175277,4,3,45.43040414871158,105.31147715704486,801.8821089673443
4,18,407.2809003501241,466.0222263040016,81.42895761984242,2,2,78.05194086125871,26.25707477239199,542.6372584702925
4,19,406.8227594211171,701.8983120561713,91.33027996875968,4,4,61.828729054970225,159.86269895467615,969.4594126882957
5,1,953.5657643438632,845.4673129949023,83.86173900543926,2,2,82.07941302458636,124.52815337054882,885.0594587090252
5,2,840.5022515171153,545.1882214525592,66.19470376466087,4,5,70.92025129371612,63.19113899941381,761.8130627654195
5,3,861.3936981641307,563.1537746601201,82.86847652714127,3,3,40.63562778416801,137.18962796915298,711.8630629383476
5,4,441.86250348680045,488.2571972045417,68.87049128023014,3,3,37.27610265661072,35.676091813324554,687.1432019367023
5,5,120.0134048105974,256.77326287094576,46.37834752338822,3,0,41.27409417270192,44.030807134686725,869.0888503320001
5,6,178.0011023263059,766.5692967522926,93.73722638914663,4,3,41.56779016589603,167.56316353884628,618.9904812276254
5,7,199.89198807287505,740.3805464009479,86.22889111739185,5,1,58.62179161978021,68.10525369534831,743.969579198814
5,8,456.9113469069587,748.9589549332748,92.20516887802263,3,4,56.22893794567455,101.41441153437086,875.3553250733496
5,9,561.4891619538242,444.78149018057366,74.16459843998746,2,2,74.24570196646671,99.28649771466878,919.6570725212569
5,10,385.58651540045145,489.37721018845684,73.61637475331828,3,0,44.0916239351669,88.64724769989266,539.8151416526671
5,11,569.0184358954199,762.9567716317556,89.49454197078656,2,2,72.41513868272324,66.26367904757976,850.9065601069426
5,12,676.6355164253736,444.0639274345228,77.49793868184538,4,1,58.5712404625203,3.5581032068708773,716.3891213631713
5,13,901.9280043950466,537.6257347997915,72.34230481273421,4,3,34.675914002708076,37.79889257840113,789.655365288851
5,14,727.1230730712692,780.7705577074507,89.89758632589702,2,2,63.64458216407478,77.63469946205008,654.1766707132839
5,15,576.6973341094648,474.4839860219007,83.77661704890193,3,2,74.22301112818447,46.536490447658196,534.318223419868
5,16,314.8644543266157,277.8637403656722,58.75054137707424,3,2,76.83712331434162,151.38018140993933,777.1322912848862
5,17,644.4792915957191,781.0131104078017,77.54337398300784,1,2,73.28833766185774,171.9648669425052,706.9799905802356
5,18,144.1823196022308,764.3175109800172,70.91844171829071,3,5,70.85957469495021,128.08591049250109,610.350287614902
5,19,547.8268643914766,185.78658507201632,54.236381181635565,1,4,54.939790476090494,107.59451602574069,944.2939302263735
5,20,311.531054795205,508.802979703082,74.13661353911138,3,4,59.73177247191234,149.56596456724276,755.9583684898392
5,21,734.6450003147648,185.0841165970147,52.88146427481296,2,0,47.502271788973715,112.59510349627605,756.7399792317589
5,22,257.4147765632753,744.3061327408278,87.9171497019848,5,3,41.89526794210262,59.204041928141244,825.3477231128874
6,1,837.5819122453943,826.9554434417846,103.14174052907322,3,4,50.685599227313084,78.06281579949655,665.7931691546712
6,2,293.5681715408452,678.9479783090072,90.96363761983245,2,2,76.02292153686496,87.92661721614917,603.1979250103752
6,3,717.3971534717134,526.3485487510158,60.55628930018581,2,1,62.946971500307214,85.37207679069911,688.901098754932
6,4,268.3857358876284,753.406239019736,92.19002879737623,2,4,53.64395054243557,70.0801430380701,760.6156287558573
6,5,76.10622982566095,796.2842152711698,89.74964056406273,5,2,78.75346272815605,23.67581223048034,670.7878427973485
6,6,815.4730248201923,755.7612364960727,82.16955271311627,4,2,71.39826611345596,37.34468488945006,441.59342235126394
6,7,467.18498602501063,468.1306200986297,82.27322242086416,4,1,52.77804853476573,33.39172496713607,563.7079991493546
6,8,243.34698656112434,479.50793673606756,65.10733368611324,3,3,33.89790418912699,155.39856233992649,652.5188502575701
6,9,684.0398370110033,165.4976271561123,46.29930062604375,2,4,54.95026806796766,104.94513931502884,546.3186879451056
6,10,399.0115139006261,289.7875795290788,56.383697500367475,2,1,58.797751393661116,41.00811620268112,709.6787518681193
6,11,734.3135250604362,195.8259418268826,61.12456535163565,4,2,78.36278830498271,74.88027786858228,702.0288287036957
6,12,499.19330783086434,440.5076795950465,82.48100678660296,3,1,56.47433373842179,96.22500202343727,534.6905511386768
6,13,278.04827135608275,695.7846664956178,89.77290725721997,2,0,43.0338499358258,166.06356110909078,796.8059002009177
6,14,465.38534759219465,208.55112904414347,47.41150997969426,3,2,80.68515712513478,136.62137751188803,752.3907607766911
6,15,616.8701757872545,755.6911234428221,79.54302701667329,4,2,72.17540034938223,178.38689541172084,941.6985283002712
6,16,960.0,814.0201163129373,82.55448033554387,2,2,75.73184034297883,103.39141600359774,783.2217285179469
6,17,112.12061295598568,786.8903812302517,85.47404220463282,3,0,41.854736867319666,148.2685534017061,670.002811685747
6,18,858.5905175313128,510.24178038961077,59.82846630391183,3,3,36.44159585969978,177.02093050801113,753.6953296366376
6,19,323.143050591049,716.8337289626021,93.80523387718341,4,4,53.32465413677944,68.6885899354945,446.4255016173539
6,20,719.7638738369941,757.4724701076656,96.40284791004636,3,1,53.583386210452176,62.29874141636148,881.6173181434077
6,21,180.06156406245657,254.23355165464363,54.16626995289443,2,3,40.50087100139568,61.130862672112784,890.9210068440058
6,22,659.0249176827587,506.67519370582204,81.12243033169582,5,2,79.1798230617531,22.77316591267535,566.9875915634389
6,23,787.0051875474766,810.3801988951874,87.28269571570675,2,0,50.67868232139523,147.08752491399673,649.7346969045881
6,24,495.91391541624444,740.354132760751,92.08730386650994,3,1,67.84273278383172,21.378155546548786,559.5187526368337
6,25,196.00677674188287,779.221945413623,90.80073622510025,2,4,53.63351232288868,170.3352096552088,794.6859121568917
7,1,155.70367076124037,312.65856080805906,47.17226563748724,4,0,44.72180351694989,93.64523813861587,670.8030940677136
7,2,619.76194854894,206.53972828403235,66.2345521509561,3,0,44.57738189322161,54.26789371409345,496.0518105742623
7,3,706.724933725852,184.07171178857735,61.7278569600876,2,0,48.55956517994243,168.6092887068207,650.394213035104
7,4,371.8836935551573,476.92871367323113,71.85068493655348,2,2,86.05588775915335,126.05377262139686,733.1573227672611
7,5,257.8670153950516,739.7522771206999,85.73308775871737,3,1,59.17237880917605,83.3619336460242,827.3276369899078
7,6,559.5258284233751,423.0304493425362,81.68834996767197,3,5,71.97676722620535,87.91510881356895,822.066631764919
7,7,301.9181041029166,743.509908030276,80.9765297869513,4,4,58.96570622798177,89.98180788294819,667.2520381147385
7,8,659.2734247389225,485.6260525256508,64.22266017003477,3,1,61.7790005599523,49.00396499734894,551.8816567501124
7,9,626.7364715023166,773.7667700292042,80.51118272713377,3,5,68.22556899255369,130.22123238623965,779.7558388809605
7,10,607.3885099048563,790.6099979593744,77.92085087888769,3,3,44.48496364480453,23.597629098309838,523.2814600725242
7,11,784.7415617468849,198.63409538398923,67.19912532552274,3,5,69.7222505310429,101.0677473498358,927.0080914391432
7,12,154.62925471041046,247.5082010693722,46.463007349026284,4,4,56.66357504912768,82.17115925073605,492.5899097875731
7,13,331.57183308084694,501.81180753755865,69.56980171404668,2,0,44.67503608822746,1.8800321569201128,456.68182381138246
7,14,868.1564080560357,209.22261817110586,62.427447847191196,2,3,36.11577792115522,81.59433374841451,866.7183225016369
7,15,248.38458908088992,326.57730940241333,51.287201684460236,5,2,67.54856445940027,51.92783557144309,473.68550313000674
7,16,166.61700207757028,785.543292558096,94.29943321380972,3,5,63.99038088106847,51.4953822336641,771.4248005291882
7,17,868.3609946847603,843.1609795488129,102.07085343058151,2,1,58.96965131731291,156.84748457083913,937.4179426370566
7,18,543.5878855247615,425.7828380769913,89.03913178385606,3,4,54.52696774336663,171.76081861160293,746.5063232014388
7,19,448.5906562409637,755.1160285418637,95.87160750535507,3,4,51.968351317110276,42.635606631343535,514.2013820438234
7,20,97.74622441480358,742.9527561558585,95.96147499805929,2,2,72.36479674927949,174.91981239744584,907.8277384816706
7,21,468.33525729316443,204.60519949851437,66.30382083998386,3,2,71.28559580285486,128.16630712159224,522.9412974385909
7,22,806.3497780618175,819.7977530885973,103.16014879816822,3,1,50.528418887993226,147.46451880482138,546.1333735799182
7,23,940.18326344313,788.989505927156,93.23653740143823,5,1,61.80463271354879,74.99119208647045,765.3677598077663
7,24,355.37870038623515,299.5703056530833,54.143230514047076,4,0,42.29900604378507,111.61871792807528,586.5514882014388
7,25,333.54475793272917,240.2343650238141,66.7944474276756,3,5,71.4262159374531,31.572227764582376,415.5861924140169
7,26,900.3782685543849,253.78539583470584,49.276896571852106,1,3,44.39995571541989,38.0177536245521,591.4796911137521
8,1,819.115821452516,195.8552347804078,53.04509025352919,2,3,41.79095110825919,45.308881158921345,734.4349032374154
8,2,522.4182141973045,723.9548565205417,80.4574457584354,3,5,70.78487110464391,164.85512847911735,950.8857375273549
8,3,276.163662648254,717.0711284487733,92.61574433912814,3,5,72.90446239432981,86.42559623404178,848.8541031450223
8,4,634.9395399475281,795.4389305437493,82.77807290332551,2,1,62.4723281848898,62.729856264584654,511.217118372606
8,5,846.1268415927996,192.24727486737763,44.86551362556161,1,4,55.21380147303459,135.4307553002832,661.2982547188956
8,6,613.5721692529586,218.38006970979953,39.28074715389431,4,3,36.80018592660426,109.02304577793143,456.2296001507202
8,7,579.1801332983813,155.14011650872683,53.64678366941238,3,0,44.45952422382867,108.9551011753209,755.223433028385
8,8,344.9500209895963,259.9421431053964,54.76899463172658,2,5,72.12309975731132,88.11930492275366,944.658268690046
8,9,698.9691416990473,796.024845427803,81.43954389911413,4,1,66.8909628948788,5.26440244090979,457.84532587773333
8,10,64.30031400010814,791.1009129002136,83.34708367649978,4,2,72.69264473147803,118.9071038994379,658.7870102458778
8,11,791.0432230370195,789.1515953459966,93.94878317827066,4,1,57.48681311225398,63.10902040335158,652.7676908791672
8,12,833.7473886870141,511.9619115530923,80.66040864680733,2,1,60.60984383883949,4.485383754284515,769.1324368622528
8,13,178.69197065772778,576.583300889404,72.82979445069968,3,4,54.76334860220785,176.9144170222292,897.7738325943526
8,14,557.9379324879307,458.5626587130038,71.97811550543766,2,1,60.242591020689304,175.9764025894531,799.4014944275135
8,15,924.3126295712088,802.8868875575566,78.60528414341135,4,0,43.57787047111963,135.55516349374108,811.6529930663864
8,16,190.74571635940148,771.8621872247213,93.42587156453087,3,4,53.4213651280176,4.494816457859825,661.8713815129615
8,17,279.88070256165275,727.6144843821095,83.30178617944873,2,2,72.09327308574098,179.9364314326797,938.4390434299171
8,18,626.0992265130569,769.0897779981467,95.22103070453473,5,5,74.06449445142121,102.56354293906186,819.2700901095722
8,19,527.7326379849601,728.8831993593917,93.22756910350341,1,1,57.279106524112755,51.01177855979818,629.8395895376208
8,20,344.06185485968825,494.1742032932725,73.51848326205017,5,5,66.80452834472383,123.85934086055165,601.4060697318997
8,21,934.3788720618348,561.8627437845026,63.746179824513305,3,2,74.83935215678905,86.51741678682977,798.369337953625
8,22,745.9362645558068,500.6358040104632,69.63915876396258,4,4,51.575039155716105,3.3986904728137834,518.4897478223024
8,23,144.5405212633537,773.7907848524175,90.13222554948405,5,3,41.76482665227052,74.69075056478535,645.9556297601504
8,24,123.90605867806639,284.68294382306374,54.35638880380413,2,1,60.283572521882235,51.73374413810184,491.67349765206313
8,25,416.05559674659014,727.2919948423375,87.70450591383333,2,5,64.89358412917788,127.4792282754877,533.3667587455457
8,26,585.371798858363,776.3093436671754,106.74839257393764,5,1,58.16519383687461,38.12298909847803,710.3849474044292
8,27,420.8980581741363,495.80496909920566,81.91786497441421,3,4,54.11524337833931,34.95231589277438,524.7995132426488
8,28,385.36064750942387,484.265711796674,79.59007579594757,2,5,68.29372337937427,117.61479479187695,702.3743284453165
9,1,936.7521383712207,563.1260387320337,70.0114726144487,5,5,72.32055158331278,90.67943911299037,576.3061791565227
9,2,481.18352387762747,430.6737285311649,77.33362184663287,3,1,57.350162571765274,15.980540689795188,580.9848579632474
9,3,787.4459156624488,194.41992549092328,53.75381822396742,3,3,41.042457936872985,22.59767233887697,741.0571367678028
9,4,528.0061462334439,722.9812387408776,91.82702159317708,3,2,80.8961866831735,110.45331497008088,678.5673833343262
9,5,585.1931480394444,157.28236365326188,49.66017823413545,5,4,56.18040935941662,156.80725138779985,830.625921739673
9,6,285.9381964762988,512.260152045913,70.41356936368442,4,4,52.358816137176596,4.405308510579344,354.2219505297829
9,7,917.4884827902463,547.4054204419956,77.68687715235713,5,2,71.09053906355024,7.555981977390475,448.5855920484736
9,8,467.55852594003915,729.8003456840452,90.68884169896333,3,4,53.01962009887186,147.38314103279987,654.274357528858
9,9,678.2729471021166,764.4401043306659,84.90559665260987,5,0,43.39233490136987,96.04955953219749,579.461059423302
9,10,113.6305680629726,283.31778972818984,64.40736741760087,3,5,67.0662068411105,165.36023415497036,851.0578137644943
9,11,702.5091893599028,203.44096114008028,52.389154410331244,5,4,46.33175609595732,43.788484375668446,433.45333768588637
9,12,517.4871469596997,194.39702738428787,52.34008307608799,1,1,60.73810602779167,127.37405998416726,869.6935701840878
9,13,473.1859898461003,240.5161482303123,57.5940737344603,3,5,65.21745359562726,157.80030198070816,994.3984238512555
9,14,175.6643037470484,842.2139937521357,82.6287150430067,3,0,45.792604696335644,161.74900547034963,587.9792167953806
9,15,738.1816263048544,515.5558854421417,77.79935370787712,3,4,55.898773387034474,65.40527860587584,572.4371182615749
9,16,80.60497734293729,266.2691080972247,63.00900238447343,3,0,48.94581732630354,179.70569892120648,707.3984255833263
9,17,312.64446712304203,507.5496456818714,78.0094298558481,3,1,61.48905442375541,142.39594872896592,539.8502284858074
9,18,389.35940595477587,242.37253729369792,49.34193189677246,3,3,35.39148335154417,64.45841149217209,683.7273008200514
9,19,922.1654175769453,814.4958556863498,100.4582838010413,2,5,68.27866101036983,143.84501890388282,866.5366696159588
9,20,84.74044307727749,814.2712095265789,98.71995937728119,5,2,78.10108563477147,10.333925534015515,539.054510425926
9,21,191.41426250627754,754.9540544637009,101.61316745624563,4,3,37.33003447866793,105.30849983027707,617.2899157704514
9,22,845.3668178806735,836.2948945326939,81.546678874636,3,5,67.4380001028465,154.28795002787038,516.4769455863468
9,23,564.1026591156566,222.4360147619242,49.902620682981045,4,4,54.95785702769736,85.07342756809155,640.3998134234387
9,24,611.267621698934,769.0141194625534,89.4348116106523,2,0,58.84531525835031,26.32293223722977,443.53219458930624
9,25,367.6203687036312,241.6481152044441,60.673663287561894,3,5,62.87923823388097,87.69001897128118,585.5107861469019
9,26,857.2728068709066,195.33984663329787,56.18624228579391,5,0,37.65947787414139,126.3822931028421,705.5867810427931
9,27,276.9801189275031,733.3860772723746,88.98232340434899,5,4,53.123208202229016,179.51399151735365,633.3103347826361
9,28,771.7783416356606,220.54705835969247,58.1062608834962,2,5,72.7569158224227,132.90679008600915,721.4535492230602
9,29,229.7453574213547,516.6930895073324,69.15889960371584,5,3,39.135112198153486,110.40801585309818,439.2415749461336
10,1,303.1377895855335,515.5155801254078,75.07100252422569,3,4,49.50662531929959,76.67919856464776,512.6143114724521
10,2,581.117715586988,188.4784782147706,62.190334794449576,4,1,56.72065275615652,139.57638904755052,819.7365251307932
10,3,872.2054989535457,537.1480951709202,59.752857029010066,4,3,39.61526115609019,51.7185970181816,619.5640345313301
10,4,311.61789505588615,496.15351837211955,76.85509189554458,4,3,44.948655200552786,40.04722218341707,797.8075679033686
10,5,120.02652129542491,543.9178043039863,78.63218813174873,4,0,44.35752648689721,103.49221554744395,600.9744628775716
10,6,403.55917297870656,462.3188690314266,74.30946622915093,3,0,52.221596860679554,123.40728698878387,579.8297467278567
10,7,219.5605935357235,523.6201861688412,67.24218714711769,2,4,56.934135694412454,34.07127519611001,879.8409320351278
10,8,956.554637342606,766.6386796707803,90.24686803427345,2,2,71.37740486944703,80.92714531846785,739.4241037042586
10,9,754.9096573699833,783.4199907729835,81.94040554869471,4,1,64.88665591106293,48.37576465921475,654.3590511995991
10,10,135.27320505466557,540.0738412810371,67.16475879056674,1,3,41.963264034823396,126.70815397503753,789.4045759680546
10,11,790.0056831960104,783.9697538440536,92.27915044079803,3,0,40.884541351868805,156.60431329817632,791.5663954353613
10,12,110.26020325553064,275.39129856973443,57.68156677295567,2,1,62.406840825636735,167.44068307117155,711.1733638341703
10,13,884.1580369735873,528.4816639542697,80.33527850881569,3,3,38.36598002821223,156.51273383686944,581.4244032041148
10,14,723.5971307823986,185.37180896482394,52.9603756603174,2,0,39.444821168343495,21.24359498343098,830.0671985454676
10,15,487.66734508369456,740.9563977679537,103.03718696573279,2,4,58.63773130332078,2.7916556620183774,463.8953067162604
10,16,529.0823082344208,439.6244801273169,68.36092683804236,5,2,67.19919206435705,120.57775202600442,493.238344670743
10,17,618.5448498032524,767.7521958841904,95.27917338134013,3,1,52.876831016705395,121.34683788151655,893.4342263426912
10,18,415.8387028758376,699.606288090038,78.07345571347253,3,1,56.018411585961815,6.946227607583182,679.2266695588986
10,19,267.26016473679204,523.6466106108605,68.61817309393054,1,3,39.420547014384056,19.776061687040574,855.1525759774233
10,20,185.49349128687084,489.58156221897434,72.01229592617698,3,4,57.76436390281575,25.50244397940946,788.8846056132804
10,21,760.2526571928556,807.6779222276252,91.41621777356119,5,4,58.763284913141646,102.64367105888822,833.1770318225359
10,22,159.65808936460118,529.8663850695668,63.64358713332205,2,4,55.97748523528138,98.93839326273044,843.1491162346356
10,23,528.9390948797023,746.947264214821,86.31245549496498,3,5,68.23306787713015,148.64543367868833,608.0308248372849
10,24,787.9388180975606,485.0298137051904,73.41410285686929,2,2,73.41542410852092,21.609771006016828,684.0819685704099
10,25,384.1281434240815,468.5097807288668,77.02423257242248,5,1,58.19192673555886,7.125644627035226,632.5217395558573
10,26,744.979354357358,515.4357383550656,68.74354338033447,5,4,46.919636151727175,33.801328015891464,719.0978888915087
10,27,631.367527680943,141.90377076044754,53.57807056557756,2,2,75.34871052550206,24.767402378273722,438.6632554664195
10,28,472.6578418099816,741.9953833942564,92.31191254346206,3,0,48.03781947600843,11.718982800112162,471.8082678669299
10,29,739.9221605809237,474.7226719545494,79.39395791395303,5,0,45.19492461759202,101.88407713697816,408.94254943890314
10,30,586.1777137875104,705.3112313858439,92.03979321023972,1,1,66.06545426664158,24.89050036519391,632.9001309900912
10,31,234.34929579610278,244.21452069457268,60.4953653172642,4,4,49.307089146067256,131.63548969748348,930.4657195334994
11,1,596.3234167363181,797.1561350178928,85.80217385108395,3,1,63.556497163400266,178.44812610490803,630.218327343515
11,2,355.0433095722082,517.7193623677384,61.6036560466917,3,0,49.25617834480754,92.31748935504268,575.640390951558
11,3,162.6154393806154,773.4759487771594,92.87938588728632,3,4,54.21808654907864,35.80629742921949,446.7438870770062
11,4,612.9014784238012,781.6063816413374,79.97998512226025,3,0,43.560298809140455,111.78734659307592,601.327901567914
11,5,128.39371378425773,547.9528579991248,90.02162334110929,1,2,76.83397424119028,118.71492911200929,680.4681983774323
11,6,898.5212723937658,250.8098449130619,61.779477080492875,1,4,52.863007648333166,166.96092238244535,655.4791081891747
11,7,878.1044194268565,525.512329314619,73.9092429065186,3,1,55.53275568581532,127.11032093472956,530.4666065838741
11,8,316.9422458091824,698.0306196861111,87.67382118298474,2,4,52.53342444895768,0.6502937326571989,791.222496810994
11,9,755.2205817631149,201.20695625629978,60.220897254700375,2,0,43.10109506615332,41.93542089171041,677.1794718645099
11,10,960.0,524.9798498988256,73.91633275801497,2,4,55.229983631951384,144.28869207896852,829.9185562618184
11,11,422.3784223784616,294.7730748577018,50.33268740498739,4,4,60.71606230227665,113.74380463218245,610.9925709383219
11,12,576.0195388798633,428.3560159413189,71.43994422114768,3,2,74.16799928907153,127.4093254827942,944.8759841931153
11,13,427.63683949220575,737.9112386372101,104.0660987914051,3,2,75.12456912453801,95.46138185086544,596.0674345077634
11,14,652.7096708243572,796.4324090004066,92.06281888172308,2,4,58.02095165745546,170.78157219091273,601.7101425894357
11,15,729.4609113833466,208.6024795428904,54.043757925050464,3,3,37.709571619570404,107.37989297661538,560.8026068020757
11,16,576.4843969452372,467.7922226226779,88.90238983476615,5,2,76.3534326475097,176.6342370235901,884.0023824203842
11,17,488.6928049224122,206.93504388701587,48.46536154681482,5,2,83.40073976121506,141.27078228149435,522.7420402768387
11,18,278.560928480936,507.4575785636861,67.16488123864453,4,3,35.685232024333146,130.1796333309569,910.6391044542918
11,19,731.0108587554095,189.2749972959352,58.19483722755965,3,3,47.8803477517077,61.706821764891366,484.1312987867917
11,20,453.1180132182588,478.13924548952264,75.45332593003559,3,3,42.47342652851894,131.45980364350353,644.2620392582012
11,21,672.4816173525771,445.51463217081016,71.62954301652205,3,2,73.22300907533297,39.0131589374412,750.8028094026909
11,22,827.9373938097589,482.9669384472897,75.21400873841561,1,5,71.953177526494,87.74746682708444,661.3795066330005
11,23,380.6729551045455,465.77315090525633,81.25893141934954,3,4,54.805484380573056,70.265148235374,770.9498906143765
11,24,243.83774735259783,524.3623536659952,68.1201674647825,3,3,31.10876455229785,120.57553293791712,725.5729544493113
11,25,182.91176710232045,287.4281003163597,43.2700886678437,3,1,58.392534612467216,5.853458882473575,592.0342045637841
